id,term,easy_term,definition,replace_strategy,risk_level,sources,reviewed_at,reviewed_by
1973,타당성,사물의 이치에 맞아 올바른 성질.,사물의 이치에 맞아 올바른 성질.,gloss,low,krdict:advanced-v2,,
2122,탈락,범위나 순위에 들지 못하고 떨어지거나 빠짐.,범위나 순위에 들지 못하고 떨어지거나 빠짐.,gloss,low,krdict:advanced-v2,,
2123,탈락자,범위나 순위에 들지 못하고 떨어지거나 빠진 사람.,범위나 순위에 들지 못하고 떨어지거나 빠진 사람.,gloss,low,krdict:advanced-v2,,
1862,태아,어머니 배 속에서 자라고 있는 아이.,어머니 배 속에서 자라고 있는 아이.,gloss,low,krdict:advanced,,
1974,토지,사람들이 생활하고 활동하는 데 이용하는 땅.,사람들이 생활하고 활동하는 데 이용하는 땅.,gloss,low,krdict:advanced-v2,,
1904,통보,알림,어떤 명령이나 소식 등을 말이나 글로 알림.,substitute,none,krdict:advanced-v2,,
1816,통합,여러 개의 기구나 조직 등을 하나로 합침.,여러 개의 기구나 조직 등을 하나로 합침.,gloss,low,krdict:advanced,,
1933,퇴직자,퇴직하는 사람. 또는 퇴직한 사람.,퇴직하는 사람. 또는 퇴직한 사람.,gloss,low,krdict:advanced-v2,,
1907,특례,보통과 다른 특별한 예.,보통과 다른 특별한 예.,gloss,low,krdict:advanced-v2,,
1921,특별,보통과 차이가 나게 다름.,보통과 차이가 나게 다름.,gloss,low,krdict:advanced-v2,,
1934,특별법,"특정한 지역, 사람, 사물 등에 한정하여 적용하는 법.","특정한 지역, 사람, 사물 등에 한정하여 적용하는 법.",gloss,low,krdict:advanced-v2,,
2124,팀장,회사 등에서 같은 일을 맡아서 하는 한 팀의 책임자.,회사 등에서 같은 일을 맡아서 하는 한 팀의 책임자.,gloss,low,krdict:advanced-v2,,
2125,파악,어떤 일이나 대상의 내용이나 상황을 확실하게 이해하여 앎.,어떤 일이나 대상의 내용이나 상황을 확실하게 이해하여 앎.,gloss,low,krdict:advanced-v2,,
2126,판정,가려 정함,옳고 그름이나 좋고 나쁨을 구별하여 결정함.,substitute,none,krdict:advanced-v2,,
2127,폐경,여성의 월경이 없어짐. 또는 그런 상태.,여성의 월경이 없어짐. 또는 그런 상태.,gloss,low,krdict:advanced-v2,,
2128,폐암,폐에 생기는 암.,폐에 생기는 암.,gloss,low,krdict:advanced-v2,,
2129,포대,"종이나 가죽, 천 등으로 만든 큰 자루.","종이나 가죽, 천 등으로 만든 큰 자루.",gloss,low,krdict:advanced-v2,,
1897,필요시,꼭 있어야 할 때.,꼭 있어야 할 때.,gloss,low,krdict:advanced,,
2130,하락,"값이나 가치, 등급 등이 떨어짐.","값이나 가치, 등급 등이 떨어짐.",gloss,low,krdict:advanced-v2,,
1817,하절기,여름철,여름철 기간.,substitute,none,krdict:advanced,,
2131,학기제,한 학년 동안을 학기별로 나누는 제도.,한 학년 동안을 학기별로 나누는 제도.,gloss,low,krdict:advanced-v2,,
1872,학대,정신적으로나 육체적으로 몹시 괴롭히고 못살게 굶.,정신적으로나 육체적으로 몹시 괴롭히고 못살게 굶.,gloss,low,krdict:advanced,,
2132,학칙,"학교의 학과, 교과 과정, 입학, 졸업, 상벌 등에 관한 규칙.","학교의 학과, 교과 과정, 입학, 졸업, 상벌 등에 관한 규칙.",gloss,low,krdict:advanced-v2,,
1905,한도,그 이상을 넘지 않도록 정해진 정도나 범위.,그 이상을 넘지 않도록 정해진 정도나 범위.,gloss,low,krdict:advanced-v2,,
2133,한약,우리나라 전통 의술인 한방에서 쓰는 약.,우리나라 전통 의술인 한방에서 쓰는 약.,gloss,low,krdict:advanced-v2,,
1830,한정,수량이나 범위 등을 제한하여 정함. 또는 그런 한도.,수량이나 범위 등을 제한하여 정함. 또는 그런 한도.,gloss,low,krdict:advanced,,
1839,해당자,해당하는 사람,무엇과 관계가 있는 사람.,substitute,none,krdict:advanced,,
1845,해지,끊음,계약을 한 한쪽이 계약으로 성립된 관계를 취소함.,substitute,none,krdict:advanced,,
2134,행방불명,간 곳이나 방향을 모름.,간 곳이나 방향을 모름.,gloss,low,krdict:advanced-v2,,
2135,행정기관,국가 또는 지방 자치 단체의 행정 사무를 맡아보는 기관.,국가 또는 지방 자치 단체의 행정 사무를 맡아보는 기관.,gloss,low,krdict:advanced-v2,,
1782,행정복지센터,주민센터(복지 상담을 더해 이름을 바꾼 곳),예전 이름은 '주민센터'입니다. 복지 상담과 찾아가는 복지 서비스 기능을 강화하면서 2016년부터 이름을 '행정복지센터'로 바꾸었습니다. 하는 일은 크게 다르지 않습니다.,gloss,low,easydict:welfare-seed2,,
2136,향락,놀고 즐김.,놀고 즐김.,gloss,low,krdict:advanced-v2,,
1873,현행,지금,현재 행해지고 있음. 또는 행하고 있음.,substitute,none,krdict:advanced,,
1831,현황,현재의 상황.,현재의 상황.,gloss,low,krdict:advanced,,
1975,혈족,같은 혈통에 속하는 친척.,같은 혈통에 속하는 친척.,gloss,low,krdict:advanced-v2,,
2137,협업,많은 사람들이 힘을 합해서 하는 일.,많은 사람들이 힘을 합해서 하는 일.,gloss,low,krdict:advanced-v2,,
1898,호흡기,사람이나 동물의 몸에서 숨을 쉬는 일을 맡은 기관.,사람이나 동물의 몸에서 숨을 쉬는 일을 맡은 기관.,gloss,low,krdict:advanced,,
1809,혼인,남자와 여자가 부부가 되는 일.,남자와 여자가 부부가 되는 일.,gloss,low,krdict:advanced,,
1795,확인서,어떤 사실을 틀림없다고 인정하는 내용의 글이나 서류.,어떤 사실을 틀림없다고 인정하는 내용의 글이나 서류.,gloss,low,krdict:advanced,,
1814,활동비,어떤 일에서 좋은 결과를 거두기 위해 일하는 데에 필요한 돈.,어떤 일에서 좋은 결과를 거두기 위해 일하는 데에 필요한 돈.,gloss,low,krdict:advanced,,
2169,활동지원,장애인의 일상생활을 돕는 서비스,"활동지원사가 집안일, 이동, 개인 활동을 도와주는 서비스입니다.",gloss,low,easydict:welfare-seed4,,
1874,활성화,사회나 조직 등의 기능이 활발함. 또는 그러한 기능을 활발하게 함.,사회나 조직 등의 기능이 활발함. 또는 그러한 기능을 활발하게 함.,gloss,low,krdict:advanced,,
2138,회신,답장,질문이나 편지 등에 대하여 편지나 전화 등으로 답을 함.,substitute,none,krdict:advanced-v2,,
1976,회의록,"여럿이 모여 의논한 내용, 진행 과정, 결과 등을 적은 기록.","여럿이 모여 의논한 내용, 진행 과정, 결과 등을 적은 기록.",gloss,low,krdict:advanced-v2,,
2139,효율성,들인 노력이나 힘에 대한 결과의 비율이 높은 특성.,들인 노력이나 힘에 대한 결과의 비율이 높은 특성.,gloss,low,krdict:advanced-v2,,
2140,휴직,일정한 기간 동안 직장에서 맡은 일을 쉼.,일정한 기간 동안 직장에서 맡은 일을 쉼.,gloss,low,krdict:advanced-v2,,
